排名,书籍,封面,作者,时间,时间（无月日）,出版社,评分,评价人数（人）,售价（元）
169,地下室手记,https://img9.doubanio.com/view/subject/s/public/s29827014.jpg,(俄罗斯) 陀思妥耶夫斯基 ,2020/5/1,2020, 浙江文艺出版社 ,9.3,21487,39.8
170,古文观止,https://img1.doubanio.com/view/subject/s/public/s6180859.jpg,吴楚材 ,1987/1/1,1987, 中华书局 ,9.1,18922,21
171,檀香刑,https://img3.doubanio.com/view/subject/s/public/s28313152.jpg,莫言 ,2017/1/1,2017, 浙江文艺出版社 ,9.3,28888,56
172,南京大屠杀,https://img3.doubanio.com/view/subject/s/public/s33638812.jpg,[美]张纯如（Iris Chang） ,2015/8/1,2015, 中信出版社 ,9.7,16589,49
173,半生缘,https://img3.doubanio.com/view/subject/s/public/s1325863.jpg,张爱玲 ,2012/6/1,2012, 北京十月文艺出版社 ,9.1,30546,29.6
174,额尔古纳河右岸,https://img1.doubanio.com/view/subject/s/public/s33562530.jpg,迟子建 ,2019/6/1,2019, 人民文学出版社 ,9.1,34178,32
175,社会心理学,https://img9.doubanio.com/view/subject/s/public/s28297426.jpg,[美] 戴维·迈尔斯 ,2006/1/1,2006, 人民邮电出版社 ,9,26771,68
176,麦琪的礼物,https://img1.doubanio.com/view/subject/s/public/s10199588.jpg,[美] 欧·亨利 ,2003/7/1,2003, 上海社会科学院出版社 ,8.7,75233,25
177,激荡三十年（上）,https://img1.doubanio.com/view/subject/s/public/s34734949.jpg,吴晓波 ,2007/1/1,2007, 中信出版社 浙江人民出版社 ,8.8,31849,35
178,倾城之恋,https://img3.doubanio.com/view/subject/s/public/s1670932.jpg,张爱玲 ,2006/12/1,2006, 北京十月文艺出版社 ,8.7,51348,29.8
179,我也有一个梦想,https://img2.doubanio.com/view/subject/s/public/s1137441.jpg,林达 ,2004/8/1,2004, 生活·读书·新知三联书店 ,9,15920,25
180,冰与火之歌,https://img1.doubanio.com/view/subject/s/public/s10431840.jpg,[美]乔治·R.R.马丁 ,2013/10/1,2013, 重庆出版社 ,9.5,18210,330
181,海风中失落的血色馈赠,https://img1.doubanio.com/view/subject/s/public/s4638950.jpg,[加拿大] 阿利斯泰尔·麦克劳德 ,2015/6/1,2015, 上海文艺出版社 ,9,20344,20
182,天朝的崩溃,https://img9.doubanio.com/view/subject/s/public/s2170315.jpg,茅海建 ,2005/7/1,2005, 生活·读书·新知三联书店 ,9.1,14959,32
183,翦商,https://img9.doubanio.com/view/subject/s/public/s27218035.jpg,李硕 ,2022/10/1,2022, 广西师范大学出版社 ,9,24128,99
184,情书,https://img2.doubanio.com/view/subject/s/public/s28061231.jpg,[日] 岩井俊二 ,2004/7/1,2004, 天津人民出版社 ,8.6,106616,18
185,天生有罪,https://img3.doubanio.com/view/subject/s/public/s1681072.jpg,[南非] 特雷弗·诺亚 ,2018/2/1,2018, 北京联合出版公司 ,9,19806,58
186,一桩事先张扬的凶杀案,https://img1.doubanio.com/view/subject/s/public/s34385069.jpg,[哥伦比亚] 加西亚·马尔克斯 ,2013/6/1,2013, 南海出版公司 ,8.7,49699,25
187,罗生门,https://img9.doubanio.com/view/subject/s/public/s1127135.jpg,[日] 芥川龙之介 ,2008/7/1,2008, 上海译文出版社 ,8.7,69583,12
188,孩子你慢慢来,https://img3.doubanio.com/view/subject/s/public/s29675003.jpg,龙应台 ,2009/12/1,2009, 生活·读书·新知三联书店 ,8.7,79272,28
189,万物有灵且美,https://img1.doubanio.com/view/subject/s/public/s26546959.jpg,[英] 吉米·哈利 ,2010/1/1,2010, 中国城市出版社 ,8.9,22962,28.8
190,送你一颗子弹,https://img1.doubanio.com/view/subject/s/public/s3435158.jpg,刘瑜 ,2010/1/1,2010, 上海三联书店 ,8.6,143133,25
191,浮生六记,https://img9.doubanio.com/view/subject/s/public/s4124434.jpg,（清）沈复 ,1999/1/1,1999, 人民文学出版社 ,8.7,70109,38
192,亲密关系,https://img9.doubanio.com/view/subject/s/public/s4093514.jpg,[美]罗兰·米勒 (Rowland S. Miller) ,2015/6/1,2015, 人民邮电出版社 ,9.3,24806,138
193,理想国,https://img3.doubanio.com/view/subject/s/public/s4243447.jpg,[古希腊] 柏拉图 ,1986/8/1,1986, 商务印书馆 ,8.8,36544,28
194,尼罗河上的惨案,https://img9.doubanio.com/view/subject/s/public/s2280094.jpg,[英] 阿加莎·克里斯蒂 ,2006/5/1,2006, 人民文学出版社 ,8.7,49344,22
195,倚天屠龙记,https://img1.doubanio.com/view/subject/s/public/s29497110.jpg,金庸 ,1999/4/1,1999, 生活·读书·新知三联书店 ,8.7,61369,47
196,九州·缥缈录,https://img1.doubanio.com/view/subject/s/public/s34157889.jpg,江南 ,2005/6/1,2005, 新世界出版社 ,8.8,31613,20
197,荒原狼,https://img3.doubanio.com/view/subject/s/public/s1683067.jpg,[德]赫尔曼·黑塞 ,2008/7/1,2008, 上海译文出版社 ,9,22938,13
198,银河系漫游指南,https://img9.doubanio.com/view/subject/s/public/s34097535.jpg,[英] 道格拉斯·亚当斯 ,2005/6/1,2005, 四川科学技术出版社 ,8.8,22266,16
199,从零开始的女性主义,https://img1.doubanio.com/view/subject/s/public/s1520169.jpg,[日本] 上野千鹤子 ,2021/9/1,2021, 北京联合出版公司 ,8.7,65283,52
200,雷雨,https://img1.doubanio.com/view/subject/s/public/s3286369.jpg,曹禺 ,1999/5/1,1999, 人民文学出版社 ,8.7,78419,9.2
201,渴望生活,https://img1.doubanio.com/view/subject/s/public/s3696740.jpg,[美] 欧文·斯通 ,2008/4/1,2008, 北京十月文艺出版社 ,9.2,11723,29.8
202,雨季不再来,https://img3.doubanio.com/view/subject/s/public/s33984963.jpg,三毛 ,2007/7/1,2007, 北京十月文艺出版社 ,8.7,54846,28
203,东晋门阀政治,https://img3.doubanio.com/view/subject/s/public/s23579217.jpg,田余庆 ,2012/5/1,2012, 北京大学出版社 ,9.5,12283,49
204,雕刻时光,https://img1.doubanio.com/view/subject/s/public/s3099438.jpg,[苏] 安德烈·塔可夫斯基 ,2016/5/1,2016, 南海出版公司 ,9.5,8780,45
205,水浒传（全二册）,https://img1.doubanio.com/view/subject/s/public/s2563279.jpg,[明] 施耐庵 ,1997/1/1,1997, 人民文学出版社 ,8.7,77058,50.6
206,当呼吸化为空气,https://img9.doubanio.com/view/subject/s/public/s10206185.jpg,[美] 保罗·卡拉尼什 ,2016/12/1,2016, 浙江文艺出版社 ,8.9,28615,48
207,最好的我们,https://img2.doubanio.com/view/subject/s/public/s28622011.jpg,八月长安 ,2013/8/5,2013, 湖南文艺出版社 ,8.7,72050,55
208,生死疲劳,https://img1.doubanio.com/view/subject/s/public/s1436519.jpg,莫言 ,2022/1/1,2022, 浙江文艺出版社 ,9.1,34437,69.9
209,在细雨中呼喊,https://img3.doubanio.com/view/subject/s/public/s29423902.jpg,余华 ,2012/11/1,2012, 作家出版社 ,8.8,67844,25
210,一千零一夜,https://img9.doubanio.com/view/subject/s/public/s26720726.jpg,纳训 ,2003/1/1,2003, 人民文学出版社 ,8.8,58642,22
211,骆驼祥子,https://img1.doubanio.com/view/subject/s/public/s34086258.jpg,老舍 ,1962/10/1,1962, 人民文学出版社 ,8.6,205977,12
212,孙子兵法,https://img3.doubanio.com/view/subject/s/public/s29032782.jpg,孙武 ,2006/7/1,2006, 上海古籍出版社 ,9.4,13342,20
213,你好，旧时光（上,https://img3.doubanio.com/view/subject/s/public/s1070937.jpg,八月长安 ,2009/12/1,2009, 新世界出版社 ,8.7,48981,39.8
214,野火集,https://img1.doubanio.com/view/subject/s/public/s1146040.jpg,龙应台 ,2005/8/1,2005, 文汇出版社 ,8.7,35093,25
215,论语,https://img1.doubanio.com/view/subject/s/public/s2142329.jpg,刘胜利 ,2006/12/1,2006, 中华书局 ,9.1,23662,9.8
216,你一生的故事,https://img3.doubanio.com/view/subject/s/public/s4293097.jpg,[美] 特德·姜 ,2015/5/1,2015, 译林出版社 ,8.8,35787,36
217,父权制与资本主义,https://img1.doubanio.com/view/subject/s/public/s1469589.jpg,[日] 上野千鹤子 ,2020/3/1,2020, 浙江大学出版社 ,9.2,17106,58
218,不存在的骑士,https://img9.doubanio.com/view/subject/s/public/s5804746.jpg,[意] 伊塔洛·卡尔维诺 ,2012/4/1,2012, 译林出版社 ,8.9,23919,22
219,现代艺术150年,https://img9.doubanio.com/view/subject/s/public/s28033064.jpg,[英] 威尔·贡培兹 ,2017/3/1,2017, 广西师范大学出版社 ,9.2,14459,65
220,银河帝国：基地七部曲,https://img9.doubanio.com/view/subject/s/public/s33723475.jpg,[美] 艾萨克·阿西莫夫 ,2015/10/1,2015, 江苏凤凰文艺出版社 ,9.5,15306,328
221,解忧杂货店,https://img2.doubanio.com/view/subject/s/public/s8972061.jpg,[日] 东野圭吾 ,2014/5/1,2014, 南海出版公司 ,8.5,754840,39.5
222,枪炮、病菌与钢铁,https://img9.doubanio.com/view/subject/s/public/s29417056.jpg,[美] 贾雷德·戴蒙德 ,2006/4/1,2006, 上海译文出版社 ,8.7,50983,45
223,庄子,https://img9.doubanio.com/view/subject/s/public/s28284246.jpg,孙通海 译注 ,2007/4/1,2007, 中华书局 ,9.4,11709,20
224,象棋的故事,https://img2.doubanio.com/view/subject/s/public/s27264181.jpg,[奥] 斯蒂芬·茨威格 ,2007/7/1,2007, 上海译文出版社 ,9.2,12840,23
225,显微镜下的大明,https://img3.doubanio.com/view/subject/s/public/s1738643.jpg,马伯庸 ,2019/1/1,2019, 湖南文艺出版社 ,8.7,42290,52
226,顾城的诗,https://img9.doubanio.com/view/subject/s/public/s5765615.jpg,顾城 ,1998/12/1,1998, 人民文学出版社 ,8.8,26221,20
227,李光耀观天下,https://img1.doubanio.com/view/subject/s/public/s2897060.jpg,李光耀 ,2015/6/1,2015, 北京大学出版社 ,9.2,12532,58
228,上学记,https://img2.doubanio.com/view/subject/s/public/s29960161.jpg,何兆武 口述 ,2006/8/1,2006, 生活·读书·新知三联书店 ,8.9,14036,19.8
229,火星救援,https://img3.doubanio.com/view/subject/s/public/s1024472.jpg,[美] 安迪·威尔 ,2015/10/1,2015, 译林出版社 ,8.9,19746,38
230,二手时间,https://img3.doubanio.com/view/subject/s/public/s28095832.jpg,[白俄] S. A. 阿列克谢耶维奇 ,2016/1/1,2016, 中信出版社 ,8.9,24449,55
231,金锁记,https://img9.doubanio.com/view/subject/s/public/s1950424.jpg,张爱玲 ,2005/6/1,2005, 哈尔滨出版社 ,8.6,62414,13.5
232,目送,https://img3.doubanio.com/view/subject/s/public/s28284337.jpg,龙应台 ,2009/10/1,2009, 生活·读书·新知三联书店 ,8.6,211273,39
233,众病之王,https://img9.doubanio.com/view/subject/s/public/s28397415.jpg,[美] 悉达多·穆克吉 ,2013/2/1,2013, 中信出版社 ,9,13150,42
234,亲爱的安德烈,https://img9.doubanio.com/view/subject/s/public/s2976745.jpg,龙应台 ,2008/12/1,2008, 人民文学出版社 ,8.6,121384,26
235,认识电影,https://img1.doubanio.com/view/subject/s/public/s3984108.jpg,[美] 路易斯·贾内梯 ,2007/11/1,2007, 世界图书出版公司 ,8.9,18452,68
236,时间的秩序,https://img1.doubanio.com/view/subject/s/public/s24598159.jpg,[意] 卡洛·罗韦利 ,2019/6/1,2019, 湖南科学技术出版社 ,8.9,21662,56
237,分成两半的子爵,https://img1.doubanio.com/view/subject/s/public/s3993878.jpg,[意] 伊塔洛·卡尔维诺 ,2012/4/1,2012, 译林出版社 ,8.8,27208,20
238,毛姆短篇小说精选集,https://img3.doubanio.com/view/subject/s/public/s28274132.jpg,[英] 威廉·萨默塞特·毛姆 ,2012/11/1,2012, 译林出版社 ,9.1,12577,36
239,总统是靠不住的,https://img2.doubanio.com/view/subject/s/public/s32332471.jpg,林达 ,2004/8/1,2004, 生活·读书·新知三联书店 ,8.8,20918,21.8
240,夏洛的网,https://img3.doubanio.com/view/subject/s/public/s8972073.jpg,[美] E.B.怀特 ,2004/5/1,2004, 上海译文出版社 ,8.6,70467,17
241,黑箱：日本之耻,https://img9.doubanio.com/view/subject/s/public/s24174596.jpg,[日] 伊藤诗织 ,2019/4/1,2019,中信出版集团 ,8.9,22488,48
242,会饮篇,https://img9.doubanio.com/view/subject/s/public/s2170316.jpg,[古希腊] 柏拉图 ,2013/1/1,2013, 商务印书馆 ,9.3,11249,12
243,规训与惩罚,https://img3.doubanio.com/view/subject/s/public/s1120437.jpg,[法] 米歇尔·福柯 ,2003/1/1,2003, 生活·读书·新知三联书店 ,9.3,10720,21.8
244,帷幕,https://img9.doubanio.com/view/subject/s/public/s30025945.jpg,[英]阿加莎·克里斯蒂 ,2015/2/1,2015, 新星出版社 ,9.1,15226,26
245,坟,https://img3.doubanio.com/view/subject/s/public/s25807032.jpg,鲁迅 ,2006/12/1,2006, 人民文学出版社 ,9.6,11702,16
246,青铜时代,https://img3.doubanio.com/view/subject/s/public/s2522397.jpg,王小波 ,1997/5/1,1997, 花城出版社 ,8.8,26978,29
247,中国哲学简史,https://img3.doubanio.com/view/subject/s/public/s27988902.jpg,冯友兰 ,2004/1/1,2004, 新世界出版社 ,8.9,20082,38
248,荆棘鸟,https://img1.doubanio.com/view/subject/s/public/s2128420.jpg,[澳] 考琳·麦卡洛 ,1998/7/1,1998, 译林出版社 ,8.6,52144,28
249,从一到无穷大,https://img2.doubanio.com/view/subject/s/public/s1072541.jpg,[美] G. 伽莫夫 ,2002/11/1,2002, 科学出版社 ,9.1,14008,29
250,哈姆莱特,https://img9.doubanio.com/view/subject/s/public/s1069364.jpg,[英] 莎士比亚 ,2001/1/1,2001, 人民文学出版社 ,8.7,49654,7
